creation_utc,host_key,name,value,path,expires_utc,is_secure,is_httponly,last_access_utc,has_expires,is_persistent,priority,encrypted_value,samesite,source_scheme,source_port,is_same_party
13269983136746739,.doubleclick.net,IDE,AHWqTUlVreU4MauuwPi99VQDaqeAwfa4uUuxI3ZELrsbf4jKH1pS6LF5Ub49V340rlA,/,13332750795746739,1,1,13269983198435990,1,1,1,b'',0,2,443,0
